SampleID,VoucherID,ProjectCode,GeneKit,VoucherInstitution,SpecimenProvider,Superfamily,Family,Subfamily,Tribe,Section,Genus,Species,SubSpecies,UsrValidName,TissueType,VoucherType,Sex,Country,Province,Island(ifapplicable),Locality,Latitude,Longitude,Elevation,CollectionDate,CollectionDay,CollectionMonth,CollectionYear,Collector,SpecimenIdentifiedby,TypeSpecies,OutGroup,Prioritylevel,SubmissionCode,SubmissionDate,SheetName,Notes
LEP 53087,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Actinote,mamita,,Actinote mamita,,"alcoholic, in 1.8mL tube",Male,Brazil,Rio Grande do Sul,,Santa Maria (Morro Cerrito),,,,,30,April,2005,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53088,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Actinote,mamita,,Actinote mamita,,"Dry in freezer, in small envelope",Female,Brazil,Rio Grande do Sul,,Santa Maria (Morro Lar Metodista),,,,,2,May,2005,,,,,,,,MGCL Butterflies.xls,
LEP 53089,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Actinote,melanisans,,Actinote melanisans,,"Dry in freezer, in small envelope",Male,Brazil,Rio Grande do Sul,,"Santa Maria (Jardin Botanico, Campus UFSM)",,,,,9,November,2005,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53090,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Actinote,melanisans,,Actinote melanisans,,"Dry in freezer, in small envelope",Female,Brazil,Rio Grande do Sul,,Santa Maria (CISM),,,,,9,April,2009,,,,,,,,MGCL Butterflies.xls,
LEP 53091,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Actinote,thalia,pyrrha,Actinote thalia,,"Dry in freezer, in small envelope",Male,Brazil,Rio Grande do Sul,,Rio Grande (Arroio Bolaxa),,,,,4,December,2012,,,,,,,,MGCL Butterflies.xls,Envelope empty. Disseted A. Carvalho
LEP 53092,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Adelpha,syma,,Adelpha syma,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,Val de Serra,,,,,10,January,2006,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53093,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Adelpha,zea,,Adelpha zea,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,Nova Palma,,,,,17,April,2013,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53094,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Eryphanis,reevesii,,Eryphanis reevesii,,"Dry in freezer, in small envelope",Male,Brazil,Rio Grande do Sul,,Pinhal Grande,,,,,17,May,2013,,,,,,,,MGCL Butterflies.xls,
LEP 53095,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Splendeuptychia,libitina,,Splendeuptychia libitina,,"alcoholic, in 1.8mL tube",,Brazil,Rio Grande do Sul,,S„o Vicente do Sul,,,,,6,May,2011,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53096,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Yphthimoides,celmis,,Yphthimoides celmis,,"alcoholic, in 1.8mL tube",,Brazil,Rio Grande do Sul,,Rio Grande (Ilha dos Marinheiros),,,,,3,December,2012,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53097,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Yphthimoides,ochracea,,Yphthimoides ochracea,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,Pinhal Grande,,,,,29,January,2012,,,,,,,,MGCL Butterflies.xls,
LEP 53098,,,,MGCL,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,Cyanophrys,acaste,,Cyanophrys acaste,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Araras (Usina Santa Lucia),,,,,12,April,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53099,,,,MGCL,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,Cyanophrys,acaste,,Cyanophrys acaste,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Araras (Usina Santa Lucia),,,,,11,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53100,,,,MGCL,,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,,Hemiargus,hanno,,Hemiargus hanno,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Araras (Usina Santa Lucia),,,,,10,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53101,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Taygetis,laches,,Taygetis laches,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Araras (Usina Santa Lucia),,,,,12,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53102,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Pyrginae,Pyrgini,,Pyrgus,orcus,,Pyrgus orcus,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,IbatÈ (Crutale),,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53103,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Oleria,aquata,,Oleria aquata,,"Dry in freezer, in small envelope",,Brazil,,,,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53104,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Ithomia,agnosia,,Ithomia agnosia,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco do Sul,,,,,17,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53105,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Oleria,aquata,,Oleria aquata,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53106,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Danaini,,Danaus,gillipus,,Danaus gillipus,,"Dry in freezer, in small envelope",Female,Brazil,Paran·,,Rio Branco,,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53107,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Ageroniini,,Hamadryas,fornax,,Hamadryas fornax,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Cerro Azul,,,,,14,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53108,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,ethila,,Heliconius ethila,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,8,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53109,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Dircenna,dero,,Dircenna dero,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53110,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Eubagini,,Dynamine,tithia,,Dynamine tithia,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53111,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Taygetis,virgilia,,Taygetis virgilia,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,15,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53112,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Eteona,tisiphone,,Eteona tisiphone,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,9,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53113,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,,Tegosa,claudina,,Tegosa claudina,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Guaipara,,,,,4,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53114,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Taygetis,yphitma,,Taygetis yphitma,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,12,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53115,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,sara,,Heliconius sara,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Guaipara,,,,,4,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53116,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Epityches,eupompe,,Epityches eupompe,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,17,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53117,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Ithomia,drymo,,Ithomia drymo,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53118,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,,Smyrna,blomfildia,,Smyrna blomfildia,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53119,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Moneuptychia,griseldis,,Moneuptychia griseldis,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53120,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Ageroniini,,Hamadryas,arete,,Hamadryas arete,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Cerro Azul,,,,,17,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53121,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Biblidini,,Myscelia,orsis,,Myscelia orsis,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,15,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53122,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Ageroniini,,Hamadryas,fornax,,Hamadryas fornax,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,15,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53123,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Eryphanis,reevesii,,Eryphanis reevesii,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,12,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53124,,Pier,,MGCL,,Papilionoidea,Pieridae,Pierinae,Anthocharidini,,Hesperocharis,angulea,,Hesperocharis angulea,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,12,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53125,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Aeria,olena,,Aeria olena,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53126,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Pareuptychia,interjecta,,Pareuptychia interjecta,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,15,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53127,,,,MGCL,,Papilionoidea,Nymphalidae,Danainae,Ithomiini,,Pseudoscada,erruca,,Pseudoscada erruca,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Cerro Azul,,,,,14,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53128,,Pier,,MGCL,,Papilionoidea,Pieridae,Coliadinae,Euremini,,Eurema,deva,,Eurema deva,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco do Sul,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53129,,Pier,,MGCL,,Papilionoidea,Pieridae,Coliadinae,Euremini,,Eurema,albula,,Eurema albula,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco do Sul,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53130,,,,MGCL,,Papilionoidea,Papilionidae,Papilioninae,Troidini,,Parides,agavus,,Parides agavus,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53131,,,,MGCL,,Papilionoidea,Papilionidae,Papilioninae,Troidini,,Parides,anchises,nephalion,Parides anchises,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53132,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Caligo,brasiliensis,,Caligo brasiliensis,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,14,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53133,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Forsterinaria,myphea (uehara 2004),,Forsterinaria myphea (uehara 2004),,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53134,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Heliconiini,,Heliconius,besckei,,Heliconius besckei,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,11,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53135,,Pier,,MGCL,,Papilionoidea,Pieridae,Coliadinae,Euremini,,Eurema,leuce,,Eurema leuce,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,12,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53136,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Forsterinaria,necys,,Forsterinaria necys,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Guaipara,,,,,5,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53137,,Pier,,MGCL,,Papilionoidea,Pieridae,Coliadinae,,,Rhabdodryas,trite,,Rhabdodryas trite,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Cerro Azul,,,,,14,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53138,,Pier,,MGCL,,Papilionoidea,Pieridae,Coliadinae,Coliadini,,Phoebis,sennae,,Phoebis sennae,,"Dry in freezer, in small envelope",,Brazil,,,,,,,,14,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53139,,Pier,,MGCL,,Papilionoidea,Pieridae,Dismorphiinae,,,Dismorphia,thermesina,,Dismorphia thermesina,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Guaipara,,,,,4,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53140,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Biblidini,,Callicore,hydaspes,,Callicore hydaspes,,"Dry in freezer, in small envelope",,Brazil,,,,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53141,,,,MGCL,,Papilionoidea,Nymphalidae,Charaxinae,Anaeini,,Memphis,appias,,Memphis appias,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Cerro Azul,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53142,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,Carystini,,Lychnuchoides,ozias,,Lychnuchoides ozias,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Cerro Azul,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53143,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Callicorini,,Diaethria,eluina,,Diaethria eluina,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco do Sul,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53144,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Opoptera,aorsa,,Opoptera aorsa,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,15,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53145,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Metron,oropa,,Metron oropa,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Gaipara,,,,,5,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; Extracted K. Dexter
LEP 53146,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Autochton,,,Autochton ,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,15,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53147,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Vinius,letis,,Vinius letis,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,10,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; Extracted K. Dexter
LEP 53148,,,,MGCL,,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,,Hemiargus,hanno,,Hemiargus hanno,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,IbatÈ (Crutale),,,,,18,June,2014,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53149,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Aguna,asander,,Aguna asander,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Araras (Usina Santa Lucia),,,,,12,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53150,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,,,Cymaenes,uruba,,Cymaenes uruba,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco do Sul,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; Extracted K. Dexter
LEP 53151,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Actinote,cf surima,,Actinote cf surima,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,23,January,2015,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53152,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Ginungagapus,fiedleri,,Ginungagapus fiedleri,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,11,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53153,,,,MGCL,,Papilionoidea,Riodinidae,Riodininae,Symmachiini,,Stichelia,bocchoris,,Stichelia bocchoris,,"Dry in freezer, in small envelope",,Brazil,,,,,,,,21,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53154,,Pier,,MGCL,,Papilionoidea,Pieridae,Pierinae,Pierini,,Tatochila,maenacte,,Tatochila maenacte,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,24,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53155,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Brassolini,,Blepolenis,bassus,,Blepolenis bassus,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,24,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53156,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Adelpha,syma,,Adelpha syma,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,23,January,2015,,,,,,,,MGCL Butterflies.xls,
LEP 53157,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Pyrginae,Pyrrhopygini,,Pyrrhopyge,charybis,charybis,Pyrrhopyge charybis,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,23,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53158,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Actinote,cf mamita,,Actinote cf mamita,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,24,January,2015,,,,,,,,MGCL Butterflies.xls,
LEP 53159,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Pyrginae,Pyrrhopygini,,Mimoniades,versicolor,,Mimoniades versicolor,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,21,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53160,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Vehilius,clavicula,,Vehilius clavicula,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,11,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53161,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,,Thespieus,catochra,,Thespieus catochra,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,Between Ubirici and Parque Nacional Aparados da Serra,,,,,23,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53162,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Yphthimoides,ochracea,,Yphthimoides ochracea,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,Parque Nacional de Aparados da Serra,,,,,20,January,2015,,,,,,,,MGCL Butterflies.xls,
LEP 53163,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Saniba,sabina,,Saniba sabina,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,17,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; Extracted K. Dexter
LEP 53164,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Gorgythion,,,Gorgythion ,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,17,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53165,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,NA,NA,,NA NA,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Guaipara,,,,,5,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; No genitialia to dissect
LEP 53166,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Stegosatyrus,periphas,,Stegosatyrus periphas,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,Parque Nacional de Aparados da Serra,,,,,20,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53167,,,,MGCL,,Papilionoidea,Nymphalidae,,,,Moneuptychia,griseldis,,Moneuptychia griseldis,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,21,January,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53168,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Mnasitheus,ritans,,Mnasitheus ritans,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Guaipara,,,,,3,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53169,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,,,Cymaenes,,,Cymaenes ,,"Dry in freezer, in small envelope",,Brazil,S„o Paulo,,Araras (Usina Santa Lucia),,,,,10,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; No genitialia to dissect
LEP 53170,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Eudaminae,,,Urbanus,dorantes,,Urbanus dorantes,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Rio Branco,,,,,16,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53171,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Ginungagapus,fiedleri,,Ginungagapus fiedleri,,"Dry in freezer, in small envelope",,Brazil,Paran·,,Bateias,,,,,11,June,2014,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; Extracted K. Dexter
LEP 53172,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Panca,subpunctuli,,Panca subpunctuli,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Parque Nacional de S„o Joaquim,,,,,22,January,2015,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID
LEP 53173,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,,,Corticea,immocerinus,,Corticea immocerinus,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Urubici (Morro da Igreja),,,,,23,January,2015,,,,,,,,MGCL Butterflies.xls,SEE PHOTO TO ID; Extracted K. Dexter
LEP 53174,,,,MGCL,,Papilionoidea,Nymphalidae,Charaxinae,Preponini,,Archaeoprepona,meander,pseudomeander?,Archaeoprepona meander,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,S„o Bento do Sul (Rio Vermelho),,,,,,December,2003,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53175,,,,MGCL,,Papilionoidea,Riodinidae,Riodininae,Symmachiini,,Stichelia,bifasciata,,Stichelia bifasciata,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,EEA - UFRGS Eldorado do Sul,,,,,25,April,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53176,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Eudaminae,,,Urbanus,evenus,,Urbanus evenus,,"Dry in freezer, in small envelope",,Brazil,,,,,,,,13,December,,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53177,,,,MGCL,,Papilionoidea,Papilionidae,Papilioninae,Troidini,,Parides,bunichus,chamissonia,Parides bunichus,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Praia da Solid„o,,,,,16,October,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53178,,,,MGCL,,Papilionoidea,Papilionidae,Papilioninae,Leptocircini,,Mimoides,lysithous,lysithous,Mimoides lysithous,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Lagoa do Peri,,,,,18,November,2014,,,,,,,,MGCL Butterflies.xls,
LEP 53179,,,,MGCL,,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,,Pseudolucia,parana,,Pseudolucia parana,,"Dry in freezer, in small envelope",,Brazil,Rio Grande do Sul,,Porto Alegre (Morro S„o Pedro),,,,,17,March,2015,,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 53180,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,,Siproeta,epaphus,trayja,Siproeta epaphus,,"Dry in freezer, in small envelope",,Brazil,Santa Catarina,,Praia da Solid„o,,,,,16,October,2014,,,,,,,,MGCL Butterflies.xls,
